crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR001346,2021-05-18,2021,5,18,Tuesday,15:58,15,New York,New York - Neighborhood 10,Robbery,4,40.7963,-73.9706,,,False,False,Open,Victim reported robbery,May,2,Afternoon,Spring
CR001347,2022-09-10,2022,9,10,Saturday,21:13,21,Philadelphia,Philadelphia - Neighborhood 4,Theft,2,39.8895,-75.2607,33.0,Male,False,False,Closed,Report of theft at 21:13,September,3,Evening,Fall
CR001348,2021-08-13,2021,8,13,Friday,14:18,14,Chicago,Chicago - Neighborhood 2,Vandalism,2,41.8807,-87.6859,76.0,Male,True,False,Pending,Suspect involved in vandalism incident,August,3,Afternoon,Summer
CR001349,2020-05-25,2020,5,25,Monday,10:46,10,New York,New York - Neighborhood 2,Assault,4,40.6829,-73.9485,31.0,Unknown,False,False,Pending,Victim reported assault,May,2,Morning,Spring
CR001350,2020-02-04,2020,2,4,Tuesday,19:56,19,Chicago,Chicago - Neighborhood 1,Theft,2,41.9322,-87.5476,,Unknown,False,False,Pending,Victim reported theft,February,1,Evening,Winter
CR001351,2020-08-15,2020,8,15,Saturday,05:49,5,Los Angeles,Los Angeles - Neighborhood 5,Assault,4,33.9653,-118.2502,,Unknown,False,False,Closed,Victim reported assault,August,3,Late Night,Summer
CR001352,2023-08-02,2023,8,2,Wednesday,02:42,2,Los Angeles,Los Angeles - Neighborhood 2,Assault,4,34.1124,-118.2476,,Female,True,False,Pending,Victim reported assault,August,3,Late Night,Summer
CR001353,2020-03-16,2020,3,16,Monday,10:28,10,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,33.9703,-118.2479,,Female,True,False,Pending,Suspect involved in burglary incident,March,1,Morning,Spring
CR001354,2022-09-23,2022,9,23,Friday,09:14,9,Chicago,Chicago - Neighborhood 1,Theft,2,41.886,-87.5747,,Female,False,False,Pending,Suspect involved in theft incident,September,3,Morning,Fall
CR001355,2021-11-11,2021,11,11,Thursday,08:48,8,Los Angeles,Los Angeles - Neighborhood 2,Vandalism,2,34.0289,-118.2344,,Female,False,False,Archived,Police responded to vandalism call,November,4,Morning,Fall
CR001356,2023-08-29,2023,8,29,Tuesday,20:43,20,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,33.9914,-118.2444,43.0,Unknown,True,False,Archived,Police responded to theft call,August,3,Evening,Summer
CR001357,2020-09-13,2020,9,13,Sunday,07:33,7,Los Angeles,Los Angeles - Neighborhood 2,Assault,4,34.0362,-118.2392,88.0,,False,True,Closed,Police responded to assault call,September,3,Morning,Fall
CR001358,2023-11-22,2023,11,22,Wednesday,09:23,9,Chicago,Chicago - Neighborhood 2,Theft,2,41.9355,-87.6781,77.0,Female,False,True,Closed,Report of theft at 09:23,November,4,Morning,Fall
CR001359,2022-07-09,2022,7,9,Saturday,11:16,11,Dallas,Dallas - Neighborhood 6,Vandalism,2,32.8353,-96.8371,7.0,Unknown,False,False,Closed,Police responded to vandalism call,July,3,Morning,Summer
CR001360,2022-06-12,2022,6,12,Sunday,19:37,19,Houston,Houston - Neighborhood 6,Assault,4,29.8009,-95.4645,,,False,False,Closed,Suspect involved in assault incident,June,2,Evening,Summer
CR001361,2023-12-17,2023,12,17,Sunday,06:41,6,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,33.9794,-118.3193,83.0,Female,False,False,Closed,Report of theft at 06:41,December,4,Morning,Winter
CR001362,2020-11-18,2020,11,18,Wednesday,16:34,16,Los Angeles,Los Angeles - Neighborhood 1,Fraud,2,34.0244,-118.2822,4.0,Male,False,False,Pending,Report of fraud at 16:34,November,4,Afternoon,Fall
CR001363,2021-01-04,2021,1,4,Monday,17:36,17,New York,New York - Neighborhood 3,Theft,2,40.7689,-74.1072,,Female,False,False,Pending,Police responded to theft call,January,1,Afternoon,Winter
CR001364,2020-02-09,2020,2,9,Sunday,21:51,21,Chicago,Chicago - Neighborhood 1,Burglary,3,41.9796,-87.65,,Male,True,False,Archived,Suspect involved in burglary incident,February,1,Evening,Winter
CR001365,2021-01-10,2021,1,10,Sunday,08:17,8,New York,New York - Neighborhood 7,Vehicle Theft,3,40.6853,-74.0652,,Female,True,False,Closed,Report of vehicle theft at 08:17,January,1,Morning,Winter
CR001366,2022-03-25,2022,3,25,Friday,18:20,18,Chicago,Chicago - Neighborhood 5,Theft,2,41.832,-87.6987,70.0,Unknown,False,False,Closed,Suspect involved in theft incident,March,1,Evening,Spring
CR001367,2022-10-07,2022,10,7,Friday,06:55,6,New York,New York - Neighborhood 3,Arson,4,40.6274,-73.931,6.0,Unknown,True,False,Pending,Suspect involved in arson incident,October,4,Morning,Fall
CR001368,2022-03-20,2022,3,20,Sunday,16:52,16,Philadelphia,Philadelphia - Neighborhood 6,Burglary,3,39.8843,-75.0974,75.0,Unknown,False,False,Pending,Victim reported burglary,March,1,Afternoon,Spring
CR001369,2023-01-23,2023,1,23,Monday,11:52,11,New York,New York - Neighborhood 1,Burglary,3,40.6106,-73.9604,2.0,,False,False,Closed,Report of burglary at 11:52,January,1,Morning,Winter
CR001370,2020-12-05,2020,12,5,Saturday,07:04,7,Chicago,Chicago - Neighborhood 2,Vandalism,2,41.9608,-87.5747,4.0,Unknown,False,False,Closed,Suspect involved in vandalism incident,December,4,Morning,Winter
CR001371,2021-01-29,2021,1,29,Friday,08:11,8,New York,New York - Neighborhood 3,Assault,4,40.6113,-74.0764,83.0,Female,False,True,Pending,Report of assault at 08:11,January,1,Morning,Winter
CR001372,2021-08-03,2021,8,3,Tuesday,09:45,9,Chicago,Chicago - Neighborhood 2,Arson,4,41.9166,-87.7233,71.0,Male,False,False,Closed,Suspect involved in arson incident,August,3,Morning,Summer
CR001373,2022-03-18,2022,3,18,Friday,21:37,21,San Antonio,San Antonio - Neighborhood 3,Vehicle Theft,3,29.4054,-98.5886,68.0,Male,False,False,Open,Victim reported vehicle theft,March,1,Evening,Spring
CR001374,2021-11-13,2021,11,13,Saturday,17:25,17,New York,New York - Neighborhood 10,Theft,2,40.6726,-73.9351,,,False,False,Archived,Suspect involved in theft incident,November,4,Afternoon,Fall
CR001375,2022-01-31,2022,1,31,Monday,08:04,8,New York,New York - Neighborhood 8,Assault,4,40.7913,-74.0332,72.0,Female,False,False,Closed,Suspect involved in assault incident,January,1,Morning,Winter
CR001376,2021-04-14,2021,4,14,Wednesday,04:23,4,New York,New York - Neighborhood 8,Theft,2,40.6564,-74.0298,40.0,,False,False,Pending,Police responded to theft call,April,2,Late Night,Spring
CR001377,2020-10-17,2020,10,17,Saturday,17:56,17,New York,New York - Neighborhood 2,Homicide,5,40.7342,-74.0859,,Unknown,False,False,Pending,Victim reported homicide,October,4,Afternoon,Fall
CR001378,2021-01-26,2021,1,26,Tuesday,06:06,6,Los Angeles,Los Angeles - Neighborhood 2,Assault,4,33.9626,-118.2018,34.0,Male,False,False,Open,Report of assault at 06:06,January,1,Morning,Winter
CR001379,2022-06-23,2022,6,23,Thursday,13:37,13,New York,New York - Neighborhood 1,Burglary,3,40.7022,-74.0821,32.0,Male,False,False,Archived,Suspect involved in burglary incident,June,2,Afternoon,Summer
CR001380,2023-10-15,2023,10,15,Sunday,09:59,9,Houston,Houston - Neighborhood 5,Robbery,4,29.7679,-95.4481,,Female,True,False,Closed,Police responded to robbery call,October,4,Morning,Fall
CR001381,2021-03-03,2021,3,3,Wednesday,20:48,20,Houston,Houston - Neighborhood 10,Theft,2,29.694,-95.3521,79.0,Male,False,False,Closed,Victim reported theft,March,1,Evening,Spring
CR001382,2022-11-30,2022,11,30,Wednesday,09:32,9,Dallas,Dallas - Neighborhood 5,Theft,2,32.8371,-96.8281,21.0,Female,False,False,Closed,Police responded to theft call,November,4,Morning,Fall
CR001383,2022-11-06,2022,11,6,Sunday,08:30,8,New York,New York - Neighborhood 3,Theft,2,40.6351,-73.9931,81.0,Unknown,True,False,Closed,Police responded to theft call,November,4,Morning,Fall
CR001384,2021-12-18,2021,12,18,Saturday,00:06,0,New York,New York - Neighborhood 3,Theft,2,40.7167,-74.0395,38.0,Unknown,False,False,Closed,Victim reported theft,December,4,Late Night,Winter
CR001385,2020-12-13,2020,12,13,Sunday,18:15,18,San Antonio,San Antonio - Neighborhood 6,Theft,2,29.5044,-98.5726,,,False,False,Pending,Police responded to theft call,December,4,Evening,Winter
CR001386,2022-04-19,2022,4,19,Tuesday,10:16,10,New York,New York - Neighborhood 8,Theft,2,40.7937,-73.9316,55.0,,False,True,Open,Report of theft at 10:16,April,2,Morning,Spring
CR001387,2020-04-12,2020,4,12,Sunday,17:05,17,New York,New York - Neighborhood 4,Vandalism,2,40.725,-74.0609,,,False,False,Pending,Report of vandalism at 17:05,April,2,Afternoon,Spring
CR001388,2020-01-12,2020,1,12,Sunday,17:26,17,Dallas,Dallas - Neighborhood 4,Assault,4,32.873,-96.7136,,Female,True,False,Open,Police responded to assault call,January,1,Afternoon,Winter
CR001389,2022-06-11,2022,6,11,Saturday,19:25,19,Philadelphia,Philadelphia - Neighborhood 1,Burglary,3,39.9063,-75.1283,,Female,False,False,Open,Police responded to burglary call,June,2,Evening,Summer
CR001390,2021-04-01,2021,4,1,Thursday,16:13,16,New York,New York - Neighborhood 7,Robbery,4,40.8066,-73.9328,79.0,Unknown,False,False,Open,Victim reported robbery,April,2,Afternoon,Spring
CR001391,2022-03-07,2022,3,7,Monday,09:57,9,New York,New York - Neighborhood 4,Drug Offense,2,40.7734,-74.0867,84.0,Unknown,False,False,Closed,Report of drug offense at 09:57,March,1,Morning,Spring
CR001392,2023-05-22,2023,5,22,Monday,08:39,8,Los Angeles,Los Angeles - Neighborhood 2,Fraud,2,34.1449,-118.1762,43.0,,False,False,Closed,Report of fraud at 08:39,May,2,Morning,Spring
CR001393,2023-03-02,2023,3,2,Thursday,07:19,7,Philadelphia,Philadelphia - Neighborhood 4,Vandalism,2,39.9895,-75.2618,34.0,Male,True,False,Pending,Suspect involved in vandalism incident,March,1,Morning,Spring
CR001394,2021-02-06,2021,2,6,Saturday,13:24,13,New York,New York - Neighborhood 7,Fraud,2,40.7245,-74.0203,37.0,Female,False,True,Pending,Suspect involved in fraud incident,February,1,Afternoon,Winter
CR001395,2023-11-10,2023,11,10,Friday,12:12,12,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,34.0531,-118.1932,0.0,Male,True,False,Closed,Victim reported theft,November,4,Afternoon,Fall
CR001396,2022-03-11,2022,3,11,Friday,17:15,17,Chicago,Chicago - Neighborhood 3,Theft,2,41.8443,-87.612,28.0,Male,True,False,Closed,Report of theft at 17:15,March,1,Afternoon,Spring
CR001397,2021-08-24,2021,8,24,Tuesday,07:32,7,New York,New York - Neighborhood 7,Drug Offense,2,40.8012,-74.0055,48.0,,True,False,Pending,Victim reported drug offense,August,3,Morning,Summer
CR001398,2022-08-15,2022,8,15,Monday,05:56,5,San Antonio,San Antonio - Neighborhood 3,Homicide,5,29.3975,-98.5432,8.0,Female,False,False,Pending,Victim reported homicide,August,3,Late Night,Summer
CR001399,2020-03-09,2020,3,9,Monday,21:09,21,Philadelphia,Philadelphia - Neighborhood 6,Vandalism,2,39.9406,-75.0851,,Female,True,False,Open,Police responded to vandalism call,March,1,Evening,Spring
CR001400,2022-05-27,2022,5,27,Friday,01:57,1,New York,New York - Neighborhood 4,Assault,4,40.6173,-73.9688,31.0,Female,False,False,Closed,Suspect involved in assault incident,May,2,Late Night,Spring
CR001401,2020-09-03,2020,9,3,Thursday,14:08,14,New York,New York - Neighborhood 7,Burglary,3,40.6466,-74.0733,82.0,Male,False,False,Closed,Police responded to burglary call,September,3,Afternoon,Fall
CR001402,2021-03-22,2021,3,22,Monday,13:21,13,Chicago,Chicago - Neighborhood 5,Burglary,3,41.9153,-87.5683,53.0,Unknown,True,False,Pending,Police responded to burglary call,March,1,Afternoon,Spring
CR001403,2021-10-06,2021,10,6,Wednesday,18:40,18,San Jose,San Jose - Neighborhood 1,Drug Offense,2,37.3045,-121.9856,,Unknown,False,False,Closed,Police responded to drug offense call,October,4,Evening,Fall
CR001404,2022-04-02,2022,4,2,Saturday,17:28,17,Phoenix,Phoenix - Neighborhood 7,Theft,2,33.3559,-112.0918,,Unknown,True,True,Archived,Report of theft at 17:28,April,2,Afternoon,Spring
CR001405,2022-11-08,2022,11,8,Tuesday,19:05,19,Los Angeles,Los Angeles - Neighborhood 5,Vandalism,2,34.0846,-118.2267,,,False,False,Pending,Suspect involved in vandalism incident,November,4,Evening,Fall
CR001406,2020-01-13,2020,1,13,Monday,14:52,14,Los Angeles,Los Angeles - Neighborhood 4,Drug Offense,2,34.1161,-118.2179,,Unknown,True,False,Closed,Suspect involved in drug offense incident,January,1,Afternoon,Winter
CR001407,2021-05-01,2021,5,1,Saturday,22:19,22,Dallas,Dallas - Neighborhood 2,Robbery,4,32.8174,-96.7721,72.0,Female,False,False,Closed,Suspect involved in robbery incident,May,2,Evening,Spring
CR001408,2022-06-18,2022,6,18,Saturday,07:23,7,New York,New York - Neighborhood 6,Fraud,2,40.6617,-73.9885,65.0,Female,True,False,Closed,Report of fraud at 07:23,June,2,Morning,Summer
CR001409,2023-01-08,2023,1,8,Sunday,05:30,5,Houston,Houston - Neighborhood 2,Burglary,3,29.7604,-95.2845,84.0,Male,False,False,Closed,Report of burglary at 05:30,January,1,Late Night,Winter
CR001410,2023-04-04,2023,4,4,Tuesday,21:42,21,New York,New York - Neighborhood 5,Homicide,5,40.6384,-73.94,,Male,False,False,Open,Suspect involved in homicide incident,April,2,Evening,Spring
CR001411,2020-04-08,2020,4,8,Wednesday,07:32,7,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0758,-118.3337,58.0,,False,False,Open,Police responded to theft call,April,2,Morning,Spring
CR001412,2022-12-14,2022,12,14,Wednesday,09:01,9,Chicago,Chicago - Neighborhood 3,Vehicle Theft,3,41.9121,-87.7262,43.0,Male,True,False,Closed,Victim reported vehicle theft,December,4,Morning,Winter
CR001413,2022-05-16,2022,5,16,Monday,21:43,21,New York,New York - Neighborhood 7,Vandalism,2,40.6325,-73.99,,Female,False,False,Open,Report of vandalism at 21:43,May,2,Evening,Spring
CR001414,2020-09-02,2020,9,2,Wednesday,12:40,12,Chicago,Chicago - Neighborhood 1,Theft,2,41.9315,-87.695,33.0,Male,False,False,Closed,Police responded to theft call,September,3,Afternoon,Fall
CR001415,2021-11-15,2021,11,15,Monday,23:43,23,Houston,Houston - Neighborhood 3,Robbery,4,29.8243,-95.3731,37.0,Unknown,True,False,Open,Victim reported robbery,November,4,Evening,Fall
CR001416,2020-07-03,2020,7,3,Friday,21:09,21,New York,New York - Neighborhood 10,Theft,2,40.8014,-74.0183,72.0,Unknown,True,False,Open,Police responded to theft call,July,3,Evening,Summer
CR001417,2021-08-24,2021,8,24,Tuesday,08:20,8,Houston,Houston - Neighborhood 8,Theft,2,29.6866,-95.317,89.0,Female,False,True,Closed,Police responded to theft call,August,3,Morning,Summer
CR001418,2021-05-12,2021,5,12,Wednesday,20:52,20,Philadelphia,Philadelphia - Neighborhood 3,Robbery,4,39.9903,-75.1019,,Unknown,False,False,Closed,Suspect involved in robbery incident,May,2,Evening,Spring
CR001419,2022-03-30,2022,3,30,Wednesday,11:12,11,Chicago,Chicago - Neighborhood 3,Domestic Violence,4,41.9721,-87.6838,59.0,Unknown,True,True,Archived,Victim reported domestic violence,March,1,Morning,Spring
CR001420,2021-09-27,2021,9,27,Monday,15:31,15,Chicago,Chicago - Neighborhood 2,Assault,4,41.9736,-87.5589,32.0,,False,False,Closed,Suspect involved in assault incident,September,3,Afternoon,Fall
CR001421,2020-01-23,2020,1,23,Thursday,10:25,10,Dallas,Dallas - Neighborhood 10,Vandalism,2,32.6945,-96.8093,,Female,False,False,Closed,Suspect involved in vandalism incident,January,1,Morning,Winter
CR001422,2023-01-27,2023,1,27,Friday,08:20,8,Chicago,Chicago - Neighborhood 5,Fraud,2,41.9303,-87.583,90.0,Unknown,False,False,Open,Report of fraud at 08:20,January,1,Morning,Winter
CR001423,2020-12-19,2020,12,19,Saturday,02:55,2,New York,New York - Neighborhood 4,Assault,4,40.7715,-73.931,67.0,Unknown,False,True,Open,Police responded to assault call,December,4,Late Night,Winter
CR001424,2021-08-16,2021,8,16,Monday,08:41,8,New York,New York - Neighborhood 1,Homicide,5,40.8058,-73.9703,8.0,Female,False,False,Pending,Suspect involved in homicide incident,August,3,Morning,Summer
CR001425,2023-03-01,2023,3,1,Wednesday,03:19,3,San Antonio,San Antonio - Neighborhood 3,Drug Offense,2,29.3436,-98.5492,,Unknown,False,False,Closed,Police responded to drug offense call,March,1,Late Night,Spring
CR001426,2023-09-28,2023,9,28,Thursday,21:08,21,Houston,Houston - Neighborhood 7,Assault,4,29.7194,-95.4677,,Male,False,False,Closed,Report of assault at 21:08,September,3,Evening,Fall
CR001427,2022-05-26,2022,5,26,Thursday,15:51,15,Chicago,Chicago - Neighborhood 4,Arson,4,41.8005,-87.5413,,Unknown,False,False,Archived,Victim reported arson,May,2,Afternoon,Spring
CR001428,2020-06-23,2020,6,23,Tuesday,12:23,12,Los Angeles,Los Angeles - Neighborhood 2,Vehicle Theft,3,33.9992,-118.153,,Unknown,False,False,Closed,Suspect involved in vehicle theft incident,June,2,Afternoon,Summer
CR001429,2023-08-07,2023,8,7,Monday,22:18,22,Phoenix,Phoenix - Neighborhood 6,Sexual Assault,5,33.5199,-112.1687,15.0,Female,True,False,Closed,Suspect involved in sexual assault incident,August,3,Evening,Summer
CR001430,2022-04-08,2022,4,8,Friday,04:03,4,Chicago,Chicago - Neighborhood 5,Assault,4,41.8792,-87.6308,44.0,,False,True,Closed,Suspect involved in assault incident,April,2,Late Night,Spring
CR001431,2023-06-27,2023,6,27,Tuesday,17:37,17,Dallas,Dallas - Neighborhood 3,Robbery,4,32.7995,-96.8858,5.0,,True,False,Pending,Victim reported robbery,June,2,Afternoon,Summer
CR001432,2023-06-01,2023,6,1,Thursday,00:17,0,New York,New York - Neighborhood 8,Assault,4,40.7087,-74.1049,28.0,Male,False,False,Archived,Police responded to assault call,June,2,Late Night,Summer
CR001433,2023-05-30,2023,5,30,Tuesday,03:30,3,Los Angeles,Los Angeles - Neighborhood 1,Fraud,2,34.076,-118.1445,11.0,Male,False,False,Archived,Victim reported fraud,May,2,Late Night,Spring
CR001434,2021-06-07,2021,6,7,Monday,02:52,2,New York,New York - Neighborhood 6,Assault,4,40.6247,-73.951,10.0,Male,False,False,Closed,Victim reported assault,June,2,Late Night,Summer
CR001435,2022-01-19,2022,1,19,Wednesday,08:42,8,New York,New York - Neighborhood 10,Assault,4,40.6334,-74.0303,,Unknown,False,False,Closed,Victim reported assault,January,1,Morning,Winter
CR001436,2021-07-19,2021,7,19,Monday,23:48,23,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.9997,-118.1554,,Unknown,False,False,Closed,Police responded to theft call,July,3,Evening,Summer
CR001437,2021-05-03,2021,5,3,Monday,13:58,13,Philadelphia,Philadelphia - Neighborhood 6,Drug Offense,2,40.0142,-75.1591,2.0,Unknown,False,False,Closed,Police responded to drug offense call,May,2,Afternoon,Spring
CR001438,2020-07-04,2020,7,4,Saturday,22:24,22,Los Angeles,Los Angeles - Neighborhood 5,Robbery,4,34.0065,-118.2525,43.0,Male,False,False,Closed,Police responded to robbery call,July,3,Evening,Summer
CR001439,2022-11-04,2022,11,4,Friday,20:48,20,New York,New York - Neighborhood 1,Burglary,3,40.7637,-74.0236,61.0,Male,True,False,Closed,Report of burglary at 20:48,November,4,Evening,Fall
CR001440,2023-11-19,2023,11,19,Sunday,16:18,16,Chicago,Chicago - Neighborhood 5,Theft,2,41.9531,-87.7142,,Male,True,False,Open,Victim reported theft,November,4,Afternoon,Fall
CR001441,2020-11-29,2020,11,29,Sunday,18:15,18,Chicago,Chicago - Neighborhood 5,Theft,2,41.8173,-87.7061,58.0,Unknown,False,False,Archived,Report of theft at 18:15,November,4,Evening,Fall
CR001442,2023-10-20,2023,10,20,Friday,00:30,0,Los Angeles,Los Angeles - Neighborhood 5,Sexual Assault,5,34.1404,-118.2673,7.0,Unknown,True,False,Pending,Suspect involved in sexual assault incident,October,4,Late Night,Fall
CR001443,2020-05-30,2020,5,30,Saturday,19:36,19,New York,New York - Neighborhood 2,Assault,4,40.6778,-74.0612,49.0,Male,True,False,Pending,Suspect involved in assault incident,May,2,Evening,Spring
